A,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
171,1.5421943572,1.194732881,0.891920155,0.6590826763,0.5555238145,0.5531966548,0.6028559625,0.7015463936,0.8756020518,0.8791729518,0.7401522044,0.6542413157,0.5779617706,0.5287530624,0.6253638823,0.851756062,1.1618870729,1.5077206392,0.5006446268,0.3332258089,0.1905430964,0.1060290872,0.1770046053,0.3126819411,0.499539043,0.3259565865,0.1919884503,0.1357563351,0.1764832357,0.324823806,0.4137785394,0.1443109637,0.019198845,0.1247924927,0.4132214117,0.1427056751,0.0287982675,0.1397697016,0.2417072829,0.3582355941,0.377090099,0.3381213405,0.3761596982,0.6230930398,1.8108313042,0.6503986331,1.8901867456,0.6094137213,1.771076506,0.5751152254,1.6713983102,0.5903846488,1.7157742669,1.7007889131,1.6305019428,1.7583251454,1.8836912387,1.8743454142,52,12,0.9730085108,52,13,0.9682458366,45,23,0.8595146491,47,24,0.859795632,7.33311774586391E-05,0.0001017336,0.0001383052,0.0001685999,0.0001532041,9.73741643978743E-05,2.71023568917476E-05,-4.57202193795611E-05,-9.65078908629404E-05,6.72337485596908E-05,0.0001556543,0.0002018564,0.0001995095,0.000141508,8.48677017383031E-05,5.0446060451064E-05,2.81419236267666E-05,-0.000020297,-1.73501086364778E-05,-1.39829248671698E-05,-1.13828584205455E-05,-8.91667581602846E-06,-5.29270547164759E-06,-1.36937361183126E-06,-4.91345012806715E-06,-8.1530941372114E-06,-1.08168996059962E-05,-1.36165057187476E-05,-1.70067626483812E-05,-1.88573373389186E-05,-1.39829248671698E-05,-1.11944765672846E-05,-8.72588390826747E-06,-3.03243807201412E-06,-0.000008535,-1.11944765672846E-05,-0.0000138,5
172,1.2956887456,1.0177954495,0.7808330486,0.6236559236,0.5750321281,0.5970542453,0.6997828853,0.86434123,1.0200426923,1.0177954495,0.8570858591,0.6762597336,0.5865016452,0.5903928327,0.6662588956,0.8291248157,1.0777922511,1.3542113669,0.520699747,0.3563390503,0.202503071,0.1020195733,0.1949081211,0.3226142176,0.4794919946,0.3167539357,0.1816406862,0.122423488,0.2040391466,0.3489606311,0.4490020389,0.1543836285,0.0144277464,0.1543836285,0.4080782933,0.1460697996,0.0204039147,0.1660758331,0.2244430613,0.2509334196,0.2757895037,0.2576044498,0.2576044498,0.5677618628,2.2237431846,0.54285771,2.1262015152,0.5070535911,1.9859681345,0.5085391028,1.9917864129,0.5549965058,2.1737453292,2.0545653891,1.9425373426,1.9593208142,2.0823744106,2.0921259882,49,11,0.9744764397,49,11,0.9744764397,42,21,0.8660254038,42,22,0.85183542,0.0001003045,0.0001340514,0.000171427,0.0001838235,0.0001513841,8.56301378082685E-05,1.41402714932127E-05,-3.95319418089817E-05,-0.000082235,5.93084246639624E-05,0.0001568415,0.0002199598,0.0002073407,0.0001590932,0.0001039676,6.21648923770301E-05,3.62508746770679E-05,-0.000023457,-2.03786265637477E-05,-1.66287083071975E-05,-1.35032492193434E-05,-1.05114095043324E-05,-7.07013574660633E-06,-3.46755066091516E-06,-7.07013574660633E-06,-1.05114095043324E-05,-1.35032492193434E-05,-1.68326931299046E-05,-2.01886662076694E-05,-2.2225514891095E-05,-1.66287083071975E-05,-1.32913074849049E-05,-1.02963240022022E-05,-0.000004939,-1.05114095043324E-05,-1.35032492193434E-05,-1.68326931299046E-05,5
173,1.728966698,1.3955386379,1.1129472968,0.8838755314,0.7102776795,0.6326331631,0.6590766439,0.7420742263,0.8818392424,0.9393399547,0.7411651926,0.6174430784,0.5775772724,0.609383553,0.7532700248,0.9878475068,1.2817211041,1.6112316456,0.5,0.3747658445,0.2656347074,0.191973781,0.2714919247,0.3622650343,0.5,0.3509217397,0.2334403179,0.1699305873,0.2253586405,0.3599313293,0.4272988061,0.1614540669,0.0437048322,0.1645559227,0.4139424049,0.1499063378,0.0317999364,0.1575800136,0.3617994975,0.1411165685,0.1411165685,0.1639398297,0.1639398297,0.5789124221,1.8080861496,0.5810450774,1.8147469579,0.5431113708,1.6962706445,0.5485070067,1.7131225449,0.6081861939,1.8995153527,1.8110176726,1.6682087024,1.7379882523,1.881848992,1.9133202207,47,18,0.9237571637,47,16,0.9402714806,46,20,0.9005354425,44,20,0.8907235428,8.17417982222531E-05,0.0001057786,0.0001319262,0.000148442,0.0001395455,9.05196987552295E-05,2.04621700732057E-05,-4.57042253437309E-05,-0.00010354,0.0001038419,0.0002259088,0.00023642,0.0001818945,0.0001159005,6.54190880163559E-05,3.63116627621657E-05,0.000019033,-3.03412682278323E-05,-2.81639375229905E-05,-2.52763667331452E-05,-2.29773784059796E-05,-2.05705175247027E-05,-1.77351236569282E-05,-1.50432073109765E-05,-1.80926764976089E-05,-2.09195822583173E-05,-2.34803123152328E-05,-2.5908561116888E-05,-2.84496895673543E-05,-2.94198205937717E-05,-0.000025594,-2.3145592028097E-05,-2.07452381128551E-05,-0.00001648,-2.09195822583173E-05,-2.33132409772309E-05,-0.000025594,5
174,1.2258995932,0.9785666387,0.771864761,0.6124131127,0.5371789085,0.5704284364,0.6236983257,0.6846841225,0.8448375573,0.8625321662,0.7080924926,0.6356613601,0.5750214441,0.5470308275,0.6073811959,0.7551602735,0.9636684261,1.2061355039,0.5000597812,0.3716755121,0.2757648157,0.1966235516,0.2725665916,0.3716755121,0.4999800713,0.3421965014,0.1910721569,0.1249950178,0.1910721569,0.3508232077,0.4375736572,0.1477882643,0.0543082151,0.1641432459,0.428647339,0.149664165,0.0455251454,0.149664165,0.3215397392,0.3076923077,0.3076923077,0.3274881993,0.3269230769,0.5908162442,1.6877013774,0.6243358455,1.7834520915,0.6197593158,1.770378965,0.6094263008,1.7408620993,0.6293141916,1.7976730299,1.8773772205,1.7918051405,1.8913946008,1.8987582339,1.7671589445,56,22,0.9195995135,56,14,0.9682458366,46,25,0.8394232424,46,27,0.8096184543,8.42512579062235E-05,0.0001089905,0.0001298217,0.0001306493,9.9419709176666E-05,5.16573600482451E-05,4.19584990694047E-06,-0.000042942,-8.08558289693898E-05,6.34222654433216E-05,0.0001368236,0.0001698134,0.0001640422,0.0001265293,8.37938213334281E-05,5.21641306502987E-05,3.07351868477439E-05,-2.3528663955029E-05,-2.11478417126138E-05,-1.77188131794369E-05,-1.51407924744273E-05,-1.26342965341852E-05,-8.9018715075299E-06,-5.88918779733395E-06,-9.07121264519638E-06,-1.24653004256151E-05,-1.53053575405895E-05,-1.80314749253243E-05,-2.11478417126138E-05,-2.26381910047887E-05,-1.77188131794369E-05,-1.51407924744273E-05,-1.24653004256151E-05,-0.000007218,-1.26342965341852E-05,-1.51407924744273E-05,-1.7875446544408E-05,5
175,1.7093001194,1.3891881063,1.1268436861,0.9494025263,0.8210238128,0.7172308097,0.6568300618,0.6925410131,0.8413098049,0.8242109864,0.6466342029,0.5378705834,0.4517192344,0.4456745476,0.5987208738,0.8449555693,1.1334434127,1.4432895455,0.5902042172,0.3461072869,0.1682189712,0.0784074374,0.1768645744,0.281580516,0.4098506788,0.2677561147,0.13713063,0.0766583526,0.1714132875,0.3624395738,0.5142398626,0.1384429148,0.0134467646,0.1344676459,0.3333333333,0.1293268406,0.0380331937,0.1503393984,0.1547838842,0.2953782696,0.2953782696,0.3199360192,0.3405196302,0.5646839156,2.3539293971,0.4749577936,1.9798989873,0.4184427555,1.744311598,0.4530816912,1.8887067307,0.5442668602,2.2688192928,1.7155419729,1.6016684465,1.761629539,2.0199324707,2.0189877676,52,8,0.9880948137,52,8,0.9880948137,57,20,0.9364214839,43,20,0.8852495958,7.15042597707696E-05,9.08175861251651E-05,0.0001099249,0.0001194188,0.00011759,0.0001014415,6.13714439404868E-05,-1.58791729358626E-05,-0.000099238,5.52035737944389E-05,0.0001816982,0.0002627803,0.000243404,0.0001572301,9.14452487573792E-05,5.42294979460477E-05,3.12574788374507E-05,-2.48661204420298E-05,-2.06773094038287E-05,-1.6668600636498E-05,-1.40935419180709E-05,-1.16501223872898E-05,-8.99877187015612E-06,-0.000006364,-9.37739792411337E-06,-1.22167748321724E-05,-1.46514821077623E-05,-1.75671592080946E-05,-2.11734914362436E-05,-2.36934138264653E-05,-1.70295696075161E-05,-1.42798344638292E-05,-1.18391356553999E-05,-7.86537798881152E-06,-0.000012028,-1.44658191726922E-05,-1.72092942687621E-05,5
176,1.4755260679,1.1777362771,0.9173719535,0.7207770248,0.6116845116,0.5746024764,0.6381787657,0.7422461234,0.8872844866,0.9604212073,0.7846117611,0.634735674,0.5072320094,0.4672541434,0.5507297916,0.7585778175,1.0280143824,1.3418887921,0.5135135135,0.3376876543,0.1653834212,0.0540540541,0.1575932945,0.3215597891,0.4864864865,0.3430528426,0.2378446627,0.2072072072,0.2434100196,0.3680486165,0.4415333605,0.1542093943,0.027027027,0.1354351025,0.4144144144,0.1531531532,0.0810810811,0.1611580524,0.2612612613,0.377236918,0.377236918,0.3746749024,0.3746749024,0.616290063,1.8279494696,0.5687593551,1.6869708339,0.4998205849,1.4824947341,0.4954951331,1.4696652115,0.5895120997,1.7485245903,1.4987174004,1.345345588,1.4084425467,1.6380652974,1.7934016819,55,6,0.9940317769,55,23,0.9083633452,45,14,0.9503735458,43,13,0.9532047224,6.36370955683609E-05,8.52127262232182E-05,0.0001126727,0.000135714,0.0001336388,9.97690531177829E-05,3.87108758242779E-05,-2.21771467207573E-05,-7.58938869665513E-05,0.000043207,0.000146759,0.0002155127,0.000189686,0.0001252898,7.27025187202178E-05,4.33961933778081E-05,2.55855855855856E-05,-2.25948320881834E-05,-1.97612127807342E-05,-1.64367816091954E-05,-1.37254901960784E-05,-1.1096587565749E-05,-7.54519627526847E-06,-4.21673168617252E-06,-7.54519627526847E-06,-1.09195402298851E-05,-1.37254901960784E-05,-1.66018158236057E-05,-1.99112619540047E-05,-2.15050948048264E-05,-1.66018158236057E-05,-1.37254901960784E-05,-1.1096587565749E-05,-5.60665790626369E-06,-1.1096587565749E-05,-1.37254901960784E-05,-1.64367816091954E-05,5
177,1.4428082896,1.1528994134,0.8983220712,0.7334542332,0.6676717278,0.6739173455,0.7031812287,0.8164151308,0.984771832,0.9335529964,0.8195248304,0.7646165078,0.7800505131,0.8260714345,0.9082058716,1.0593368273,1.2928732332,1.5721389721,0.4803365404,0.344388576,0.2331610812,0.1298378041,0.2331610812,0.3580217188,0.5197352098,0.3564860366,0.2160631662,0.1511386541,0.2049268466,0.3348428001,0.4096102399,0.1674214,0.0315833221,0.1706668745,0.440471296,0.1800526385,0.0315833221,0.1674214,0.2803631418,0.306122449,0.306122449,0.2787138102,0.3004990591,0.5742129215,1.8371669717,0.6005321846,1.9213742041,0.5752055115,1.8403427164,0.5604374463,1.7930929931,0.6046973379,1.9347004144,2.0907479715,1.8801914496,1.8511613402,1.9252607758,1.8596752678,50,13,0.9656086164,50,15,0.9539392014,43,22,0.8592071257,49,24,0.8718371169,8.55794510571942E-05,0.0001132669,0.0001442938,0.0001545491,0.0001267132,7.61437173909971E-05,1.55514948874461E-05,-4.72216568288215E-05,-8.91668884748469E-05,8.0790367784058E-05,0.0001453,0.0001586876,0.0001448846,0.0001177277,8.3750247944813E-05,5.46057848989754E-05,3.43804129359018E-05,-2.07357588961401E-05,-1.83578551277459E-05,-1.56341545837746E-05,-1.25825731362064E-05,-9.62169457740902E-06,-6.45005720704584E-06,-2.95974556083446E-06,-6.07843887679455E-06,-9.24860294840906E-06,-1.22158885153308E-05,-1.52823935421623E-05,-1.81928488019422E-05,-1.96495891893063E-05,-1.54585519513823E-05,-1.23993899317137E-05,-9.62169457740902E-06,-4.41665983720192E-06,-9.43518950099516E-06,-1.23993899317137E-05,-1.54585519513823E-05,5
178,1.4542018809,1.1425289013,0.8737452293,0.6723991678,0.5331605124,0.5152710367,0.6130838597,0.7655396106,0.9235631528,0.9158773342,0.7581166207,0.6170679507,0.5015527257,0.5011767491,0.6454363829,0.8740148622,1.1495194259,1.4691293978,0.5146304367,0.3323579824,0.1607006337,0.0388331213,0.1565413166,0.3144343994,0.4854140163,0.3390956538,0.2274722798,0.194408162,0.2350125831,0.3607772529,0.4378423664,0.1568420686,0.0679579623,0.1443239627,0.4078633321,0.137295817,0.029124841,0.1469129398,0.2332008959,0.4041638483,0.3834824944,0.3742809198,0.3950120033,0.5726090584,1.7242710549,0.561044457,1.6894471082,0.5372850643,1.6179015528,0.5611557202,1.6897821497,0.6266444218,1.8869852344,1.7517633991,1.6984878165,1.6900495708,1.696081173,1.63819611,51,4,0.9969195152,51,20,0.9198983612,42,17,0.9144221128,41,20,0.8729526911,7.61187056386115E-05,0.0001030557,0.0001377827,0.000168461,0.0001749721,0.0001222355,3.29334274288403E-05,-4.26842281776884E-05,-9.77306505801391E-05,7.83226121233132E-05,0.000191075,0.0002480779,0.0001980404,0.0001251978,7.32456803183719E-05,4.32020923824203E-05,2.47111294794304E-05,-2.26444670189713E-05,-1.96711458887305E-05,-1.64162562602602E-05,-1.37010563180249E-05,-1.10955395930836E-05,-7.71029838854764E-06,-4.36346711400285E-06,-7.71029838854764E-06,-1.09078858185827E-05,-1.35167331810236E-05,-1.64162562602602E-05,-1.96711458887305E-05,-2.14313536629687E-05,-1.64162562602602E-05,-1.37010563180249E-05,-1.10955395930836E-05,-0.000005841,-1.10955395930836E-05,-1.37010563180249E-05,-1.64162562602602E-05,5
179,1.5104333578,1.1843218294,0.8925087446,0.6513674273,0.5050134787,0.4948405871,0.5932533352,0.7535312736,0.9004404439,0.9239799424,0.7463100665,0.5938087045,0.5147110662,0.5616117859,0.6935920136,0.9005973196,1.1895587061,1.4992306685,0.4950308738,0.3439326922,0.1926312534,0.087879093,0.2000659149,0.348421622,0.5050134787,0.3439326922,0.1991222025,0.145892464,0.2212994382,0.3578887886,0.4271136487,0.1564823334,0,0.1564823334,0.4371391093,0.1468575845,0,0.1661163767,0.2337182556,0.3391758931,0.3201666979,0.306122449,0.3068019669,0.5337868289,2.6649951639,0.504495053,2.5187524377,0.4355968943,2.1747700656,0.4465399932,2.2294048075,0.5434227481,2.7131036537,2.4774598019,2.0746985026,2.1372891225,2.5163337002,2.7142744518,51,9,0.9843059136,51,15,0.9557692241,48,22,0.8887803753,47,22,0.8836833897,6.85628853560647E-05,9.59672464244216E-05,0.0001345447,0.0001776722,0.0001823284,0.0001176135,3.07991272558619E-05,-3.32587595659037E-05,-8.61977461139709E-05,6.24175450044685E-05,0.0001701047,0.0002200901,0.0001817533,0.0001259144,7.88571544484563E-05,4.7567243113566E-05,2.88898534498496E-05,-2.28944297841999E-05,-2.02787628665908E-05,-1.70796103760498E-05,-0.000014218,-1.14502913481939E-05,-7.90665734248111E-06,-4.77678180961955E-06,-8.09273866516308E-06,-1.16363298781347E-05,-0.000014582,-1.76010984106996E-05,-2.05996984204151E-05,-2.18490901688601E-05,-0.000017254,-1.44002201481727E-05,-1.14502913481939E-05,-6.05612857358331E-06,-1.16363298781347E-05,-1.44002201481727E-05,-1.74278792410856E-05,5
180,1.2795320506,0.9931713921,0.7601611609,0.597031092,0.5417188914,0.537796386,0.5918795157,0.7319342787,0.8899353219,0.8948075376,0.7319342787,0.5718672364,0.5011140708,0.503222132,0.5652173913,0.7306417926,0.9670566104,1.2297509238,0.5217391304,0.3416849166,0.1848721011,0.0960466175,0.1915018743,0.3356566794,0.4782608696,0.3382373972,0.2216965006,0.1652173913,0.2213551663,0.3548209698,0.4347826087,0.1402131782,0.0086956522,0.1488455893,0.4000945068,0.1488455893,0.0122975092,0.1488455893,0.2610144525,0.3127649813,0.3127649813,0.2851802953,0.3265562802,0.6194666031,1.9132028945,0.6416780671,1.9818022944,0.5733963575,1.7709164066,0.5207846169,1.6084267198,0.570906926,1.7632278765,1.710888887,1.4884168151,1.6199052096,1.8849337725,1.861378923,57,11,0.9812022073,57,19,0.9428090416,45,22,0.8723460634,43,17,0.9185310539,0.00007029,9.61297299564136E-05,0.0001248218,0.0001397755,0.0001188041,7.62205952022151E-05,1.97771535292804E-05,-3.4755523293088E-05,-7.52987395645769E-05,4.89308541566961E-05,0.0001487952,0.0001952053,0.0001710766,0.0001216609,7.18064675374879E-05,3.9991657646117E-05,0.000021862,-2.25624670417829E-05,-0.00001954,-1.61149404028808E-05,-1.32663618700465E-05,-1.04894394464216E-05,-0.00000698,-3.87313320583603E-06,-0.00000698,-1.04894394464216E-05,-1.34374778587013E-05,-1.64400792960884E-05,-1.96868931434564E-05,-2.12445755084059E-05,-1.61149404028808E-05,-1.32663618700465E-05,-1.04894394464216E-05,-5.41510499038454E-06,-1.04894394464216E-05,-1.32663618700465E-05,-1.62778122203613E-05,5
181,1.5920653817,1.2834997195,1.0161716604,0.8040799683,0.6802417832,0.6843970275,0.7494041736,0.8403582619,0.9828415715,0.9954414705,0.8362716459,0.727568672,0.6303975438,0.61426246,0.7435487456,0.9893108569,1.2862579599,1.6199071678,0.4999704658,0.3896171656,0.2894074032,0.2065095402,0.2871535767,0.3888584168,0.5000885923,0.4499786698,0.3986095147,0.3697031903,0.393989095,0.4435000138,0.4240273258,0.1752561201,0.0869513853,0.1808949335,0.4240273258,0.1935156753,0.130427078,0.1935156753,0.5761554558,0.3540898326,0.3540898326,0.3694192581,0.3910769444,0.5502412866,1.7136013562,0.5727354179,1.7836542129,0.5626126395,1.7521291216,0.5681182011,1.7692749411,0.6351754585,1.9781095196,1.7204532695,1.6610989956,1.6756809783,1.7371642073,1.6732594727,46,19,0.9107113072,46,34,0.6735623211,43,21,0.8726354902,41,20,0.8729526911,8.68370745351144E-05,0.0001092819,0.0001303358,0.0001347079,0.0001030714,0.000042248,-0.000015916,-6.45062177917723E-05,-0.0001004462,0.0001317206,0.0002370158,0.0002281042,0.000145555,7.601170656803E-05,3.45276418165215E-05,1.29253012165061E-05,6.40503068847281E-07,-2.96331899605713E-05,-2.81476453119256E-05,-2.58394664183126E-05,-0.000023725,-0.000021781,-1.88103242392515E-05,-1.65674772446182E-05,-1.86510877371636E-05,-2.1320627713235E-05,-2.35788006688612E-05,-2.58394664183126E-05,-2.81476453119256E-05,-2.88533574596679E-05,-2.57034800277732E-05,-0.000023725,-0.000021628,-1.76919274517601E-05,-0.000021628,-0.000023725,-2.57034800277732E-05,6
182,1.4275374148,1.115060983,0.8352329662,0.6521588789,0.5766011444,0.6208680846,0.7289223558,0.8577206114,0.9845276054,1.0229726434,0.8647067956,0.7580823152,0.6952715222,0.665775684,0.7333207594,0.9135335618,1.1651936957,1.4694679648,0.4689531026,0.3729716931,0.3158995586,0.255438765,0.3249640899,0.410570901,0.531185162,0.4008548956,0.2711968249,0.2243015901,0.2608635516,0.3651010205,0.3679313033,0.1878023151,0.1226437678,0.2037002109,0.4278916759,0.1679754971,0.0419938743,0.1339628982,0.479669665,0.3584130308,0.3579176428,0.353251079,0.3517963669,0.5750642418,1.4593815755,0.6633181496,1.6833498169,0.6777983739,1.7200973157,0.6626369498,1.6816210875,0.6927094984,1.7579383407,1.8062391868,1.7074663032,1.7246056668,1.726097264,1.5692354826,49,26,0.8476146799,49,21,0.9035079029,45,26,0.8161941188,47,25,0.8467978188,9.31161536482503E-05,0.0001217082,0.0001497869,0.0001414723,8.83652860260159E-05,2.61252129204853E-05,-2.24503808744953E-05,-5.47177935081458E-05,-8.29719381755581E-05,8.71106421952271E-05,0.0001633243,0.0001892919,0.0001653924,0.0001123278,6.54608147150027E-05,3.6359612374915E-05,1.89267531376214E-05,-0.000032341,-3.03191766564425E-05,-2.75581218421625E-05,-2.54787769637579E-05,-2.29312704223484E-05,-1.93727613074382E-05,-0.000016652,-1.97337879860956E-05,-2.3278447926112E-05,-2.59705087537623E-05,-2.83192416048439E-05,-3.07206444920718E-05,-0.000031112,-2.77121821251137E-05,-2.56434242606419E-05,-2.31051119652869E-05,-1.84674939891337E-05,-2.31051119652869E-05,-2.56434242606419E-05,-2.78653364220569E-05,6
183,1.1532052519,0.9687833486,0.8471405189,0.7943921094,0.8052767153,0.8382053658,0.8824031358,0.9653283501,1.0993474,1.121511585,0.997691453,0.9047846673,0.8375313866,0.7340459995,0.6689060428,0.6955996144,0.8471405189,1.0564312845,0.4851682546,0.4229865802,0.371325131,0.3105971478,0.3645464547,0.4176122604,0.5149985722,0.4387147003,0.3557924048,0.320147025,0.3470887325,0.4144450577,0.408497966,0.223343576,0.1748949264,0.2199465176,0.4268627001,0.2,0.1264911064,0.1727289614,0.630667247,0.3042759357,0.3267335945,0.3094181448,0.334686896,0.5985412127,1.4452293184,0.6336128885,1.5299129008,0.6540572493,1.5792775713,0.6704639567,1.6188929797,0.6962673895,1.6811975908,1.6077622459,1.5972693481,1.5754462836,1.490711985,1.3495551281,51,33,0.7624400822,51,32,0.7786560648,43,21,0.8726354902,38,20,0.8502891801,9.83912601846991E-05,0.000102878,8.7762338575468E-05,5.9740476256634E-05,2.80128116425295E-05,-6.08899832171984E-07,-2.80076706052468E-05,-0.000050114,-6.40920900127005E-05,7.25152975970275E-05,0.0001236691,0.0001450718,0.000144261,0.0001126888,6.65941335312532E-05,3.15651571296118E-05,1.01697234389937E-05,-0.000032582,-3.10442589486128E-05,-2.8296488234715E-05,-2.62832942062913E-05,-2.3946337357642E-05,-2.04618487380227E-05,-1.77272249241634E-05,-2.04618487380227E-05,-2.3946337357642E-05,-0.000026433,-0.000028703,-3.11556226747873E-05,-3.17975435474662E-05,-2.8296488234715E-05,-2.62832942062913E-05,-2.41069270302368E-05,-0.000019269,-2.3946337357642E-05,-2.62832942062913E-05,-0.000028433,6
184,1.5163965705,1.1877568553,0.8821663162,0.6139432227,0.4582757464,0.4756678376,0.6457660136,0.8216662098,1.001872466,0.9495828673,0.8125550633,0.6757074747,0.5772300255,0.6023866181,0.7232671488,0.9572820925,1.2431402781,1.5652542364,0.4897959184,0.3926914572,0.2835192651,0.2040816327,0.2785172258,0.3834345761,0.5102040816,0.5059002145,0.5099999592,0.4902209041,0.4906455216,0.4908576927,0.4286928885,0.1673593823,0.0924018892,0.1755576585,0.4387755102,0.2943307164,0.2660898941,0.2835192651,0.6941776062,0.4047232449,0.3828920668,0.3678368027,0.3672704639,0.5911832675,1.5731322511,0.6402444275,1.703683465,0.6541126527,1.7405866613,0.6541126527,1.7405866613,0.6579922373,1.7509101939,1.6536054806,1.6639084182,1.7206798162,1.7409614821,1.6541640368,49,20,0.9129089488,49,48,0.200997098,41,23,0.8278323292,41,22,0.8438460435,7.63220989476959E-05,0.000100273,0.0001294621,0.0001446191,9.79775247249466E-05,6.83134689054022E-06,-4.99838545959086E-05,-7.58242080283888E-05,-9.0587577971003E-05,0.0001532436,0.0002606321,0.0001918541,9.62604807655023E-05,4.55175742158068E-05,1.76402726751882E-05,3.76807765202151E-06,-3.81463548481005E-06,-2.78314218202407E-05,-2.66751060010147E-05,-2.45189078055329E-05,-2.29082221817043E-05,-2.13111817919658E-05,-1.85797125226609E-05,-1.64236381833611E-05,-1.81787540155851E-05,-2.08034071335881E-05,-2.26683510497035E-05,-2.45189078055329E-05,-2.66751060010147E-05,-2.7315656298784E-05,-2.44081024808775E-05,-2.27885701544085E-05,-2.11848920132792E-05,-1.73716027809179E-05,-0.000020931,-2.26683510497035E-05,-2.45189078055329E-05,6
185,1.4819309437,1.1620452141,0.8557698332,0.5928977908,0.4294448569,0.4311306136,0.5510480951,0.6882298671,0.8436586429,0.8534357182,0.7137116717,0.5792056554,0.4586442193,0.4595329698,0.6132694142,0.8685997352,1.1733431147,1.4994483224,0.4952398306,0.3713612104,0.245736148,0.1618753994,0.257272497,0.3978817792,0.5047601859,0.4360448353,0.3960545283,0.3713612104,0.3963977795,0.4361487916,0.4289166992,0.1748021951,0.0761766585,0.1878048192,0.4479428807,0.2293221097,0.1809195641,0.22229525,0.5332366098,0.3839769006,0.365282939,0.364812603,0.3839615483,0.5562051661,1.6090805671,0.6350830259,1.8372712404,0.6180845789,1.7880953744,0.6156304614,1.780995705,0.6554436676,1.8961738088,1.9384536785,1.8095811106,1.8763082746,1.8713328919,1.6159581538,52,17,0.9450509519,52,39,0.6614378278,46,25,0.8394232424,48,28,0.8122328621,6.98729185129686E-05,9.3837605398322E-05,0.0001282506,0.000159325,0.0001314365,4.8993627185817E-05,-2.09033753707902E-05,-6.62627362879252E-05,-9.65697268185216E-05,9.96448722095352E-05,0.0002459218,0.0002426559,0.0001276064,5.83529059799701E-05,2.4248616020616E-05,0.000009574,8.24117757701623E-07,-2.47018277113903E-05,-2.31638469983148E-05,-2.08691311065876E-05,-0.000019068,-1.6902139103858E-05,-1.39743588345587E-05,-1.20810501238073E-05,-1.39743588345587E-05,-1.66405824914268E-05,-0.000019068,-2.10998670275942E-05,-2.32655950018775E-05,-0.000024053,-2.09847968230092E-05,-0.000019068,-1.6902139103858E-05,-0.000012893,-1.67715100040415E-05,-0.000019068,-2.09847968230092E-05,6
186,1.4020255806,1.0920834199,0.8048965152,0.5880350783,0.5134605122,0.5837790387,0.7293677486,0.8966220809,1.0570005424,1.0464005154,0.8863106937,0.7218205031,0.5954715346,0.5289395418,0.5877855761,0.7990435315,1.079111992,1.3879704463,0.4948393959,0.3938208428,0.2963365866,0.2276591136,0.2883079172,0.3895766908,0.5052046735,0.468966514,0.4410263087,0.4253368104,0.429796708,0.4648825479,0.4256815384,0.1889267867,0.1087776797,0.1760665024,0.4158035914,0.2472219994,0.2076664795,0.2317038649,0.6529656727,0.3599078754,0.3599078754,0.3727781266,0.391855667,0.5560640478,1.4179575413,0.6057302883,1.5446059381,0.6209666646,1.5834585395,0.6588012346,1.6799362996,0.7059527552,1.8001721868,1.7440352096,1.7071121395,1.6383711826,1.5610721563,1.3666279697,50,23,0.8879189152,50,43,0.5102940329,43,20,0.8852495958,40,22,0.8351646544,8.13778409765265E-05,0.0001066179,0.0001355598,0.0001352427,7.6323542514681E-05,8.53075726573287E-06,-3.55578199421042E-05,-6.01983988993356E-05,-7.73525998752016E-05,0.0001125257,0.0002102771,0.0002039048,0.0001229639,0.000055941,1.86044049210839E-05,3.3154479643598E-06,-4.6857495004612E-06,-3.09721724852532E-05,-2.95618239887887E-05,-2.70880666780865E-05,-2.52952894390791E-05,-2.33657048659683E-05,-0.000020288,-1.80137520823524E-05,-2.04380676850925E-05,-2.33657048659683E-05,-2.55605017075418E-05,-0.000027571,-2.97634217619408E-05,-3.0343444554883E-05,-2.72100954040343E-05,-2.54282511944264E-05,-2.35073825812109E-05,-1.93826737753975E-05,-2.33657048659683E-05,-2.54282511944264E-05,-2.73312676962724E-05,6
